,MonthlyCharges,TotalCharges,Churn
6049,20.05,1016.7,No
6050,99.4,5943.65,No
6051,20.0,275.7,No
6052,78.45,3126.45,No
6053,25.1,1070.15,No
6054,97.35,3457.9,Yes
6055,55.0,340.4,No
6056,71.1,4299.2,No
6057,61.55,1093.2,No
6058,45.9,521.9,No
6059,40.3,1630.4,No
6060,87.1,713.6,No
6061,49.5,1265.65,No
6062,73.8,4003.85,No
6063,19.2,1401.4,No
6064,45.3,45.3,Yes
6065,25.0,1510.5,No
6066,94.95,178.1,Yes
6067,35.3,264.8,No
6068,44.55,480.6,Yes
6069,76.75,4541.9,No
6070,81.0,4976.15,No
6071,105.55,7542.25,No
6072,18.8,251.25,No
6073,24.9,1595.5,No
6074,23.45,23.45,Yes
6075,64.9,685.55,No
6076,61.35,3874.1,No
6077,113.95,6891.4,No
6078,90.15,4916.95,No
6079,54.1,1373,No
6080,29.7,29.7,Yes
6081,49.8,49.8,No
6082,101.1,6039.9,Yes
6083,24.4,1548.65,No
6084,95.0,3440.25,No
6085,50.65,151.3,Yes
6086,69.9,4226.7,No
6087,39.95,1023.75,No
6088,55.4,55.4,Yes
6089,90.6,90.6,Yes
6090,103.25,7074.4,No
6091,86.85,156.35,Yes
6092,94.25,6849.75,No
6093,47.05,3263.6,No
6094,20.55,1252.85,No
6095,19.65,67.55,No
6096,70.2,70.2,No
6097,81.0,5750,No
6098,75.9,1549.75,No
6099,24.7,1810.55,No
6100,99.05,2952.85,Yes
6101,110.25,7467.55,No
6102,85.0,5484.4,No
6103,19.75,294.9,No
6104,23.9,97.5,No
6105,111.25,5916.45,Yes
6106,55.1,113.35,Yes
6107,19.95,19.95,No
6108,25.15,476.8,No
6109,54.15,101.65,No
6110,59.8,1130.85,No
6111,83.85,3532.25,No
6112,104.9,6891.45,No
6113,75.3,1570.7,No
6114,66.65,520.95,No
6115,109.5,7854.9,No
6116,73.85,3581.4,No
6117,19.3,1447.9,No
6118,118.2,8547.15,No
6119,51.45,727.85,No
6120,59.45,357.6,No
6121,19.5,159.35,No
6122,19.55,280.85,No
6123,93.55,6069.25,No
6124,59.3,3274.35,No
6125,102.25,1359,Yes
6126,95.9,1777.9,Yes
6127,109.8,6109.65,No
6128,78.1,1122.4,No
6129,39.9,2020.9,No
6130,64.9,3795.45,No
6131,95.05,4504.55,Yes
6132,53.4,3579.15,No
6133,24.9,49.7,No
6134,44.7,276.5,No
6135,114.0,8175.9,No
6136,20.25,890.35,No
6137,53.85,259.8,Yes
6138,83.85,5588.8,No
6139,20.2,50.6,No
6140,19.95,58,No
6141,104.2,5568.35,Yes
6142,50.25,2203.65,Yes
6143,20.35,938.95,No
6144,90.0,2024.1,No
6145,54.2,3623.95,No
6146,99.5,2369.05,Yes
6147,99.1,3877.95,No
6148,66.9,4577.9,No
6149,25.85,25.85,No
6150,91.05,2871.5,No
6151,71.0,672.55,Yes
6152,93.2,1573.7,Yes
6153,20.95,1270.55,No
6154,109.2,7711.45,No
6155,19.35,126.05,Yes
6156,85.8,2193.65,No
6157,19.85,64.55,Yes
6158,19.65,31.2,No
6159,20.5,38.25,No
6160,89.65,3348.1,No
6161,74.35,533.6,No
6162,49.45,2907.55,No
6163,89.1,1620.8,No
6164,75.15,3480.35,No
6165,70.65,293.85,No
6166,104.2,3243.45,Yes
6167,90.05,4137.2,No
6168,79.25,79.25,Yes
6169,44.9,44.9,Yes
6170,19.4,19.4,No
6171,88.75,5348.65,No
6172,70.1,659.65,Yes
6173,91.0,3180.5,No
6174,29.65,118.5,Yes
6175,90.8,3023.85,No
6176,77.85,3365.85,Yes
6177,54.3,195.3,Yes
6178,18.95,1031.1,No
6179,95.15,997.65,Yes
6180,102.4,6471.85,No
6181,99.9,6241.35,No
6182,88.7,6501.35,No
6183,54.3,2317.1,No
6184,55.7,2237.55,No
6185,103.95,5231.3,No
6186,110.85,5275.8,Yes
6187,20.15,165.5,No
6188,20.05,358.5,No
6189,91.95,6614.9,No
6190,80.5,80.5,Yes
6191,55.65,2421.75,No
6192,74.7,1294.6,No
6193,104.15,1299.1,No
6194,83.65,5733.4,No
6195,72.2,305.55,Yes
6196,110.05,7430.75,No
6197,51.5,900.5,Yes
6198,25.5,630.6,No
6199,89.55,3856.75,Yes
6200,19.5,1222.65,No
6201,80.7,374.8,No
6202,77.5,1625,Yes
6203,105.1,7234.8,No
6204,25.15,331.85,No
6205,95.25,3959.35,Yes
6206,95.65,5088.4,No
6207,85.0,3969.4,Yes
6208,80.8,4860.85,No
6209,24.85,788.05,No
6210,54.75,1266.35,No
6211,85.75,470.95,Yes
6212,50.75,688.2,No
6213,20.15,387.7,No
6214,20.05,845.25,No
6215,98.25,560.6,Yes
6216,71.6,4230.25,No
6217,81.45,4983.05,No
6218,58.4,4113.15,No
6219,25.7,25.7,Yes
6220,53.7,521,No
6221,19.6,471.85,No
6222,89.4,5976.9,No
6223,69.0,506.9,Yes
6224,84.2,4299.75,No
6225,106.1,7548.6,No
6226,25.75,1654.75,No
6227,46.05,80.35,Yes
6228,64.95,4551.5,No
6229,85.45,6227.5,No
6230,20.05,20.05,No
6231,76.4,76.4,Yes
6232,100.5,514,Yes
6233,20.7,57.5,No
6234,25.3,1474.35,No
6235,40.05,880.2,Yes
6236,100.6,3270.25,No
6237,69.95,69.95,Yes
6238,74.0,3919.15,No
6239,99.4,7285.7,No
6240,93.3,93.3,Yes
6241,49.15,169.05,Yes
6242,107.45,7658.3,No
6243,83.6,5959.3,No
6244,99.05,5295.7,No
6245,80.1,4693.2,No
6246,65.3,3512.9,No
6247,89.55,5231.2,No
6248,60.8,3603.45,No
6249,74.5,217.45,No
6250,99.15,6875.35,No
6251,19.25,19.25,No
6252,39.45,2021.35,No
6253,44.85,2564.95,No
6254,97.2,5611.75,No
6255,110.55,7610.1,No
6256,35.05,35.05,Yes
6257,73.0,73,Yes
6258,19.9,45.75,No
6259,76.95,4543.95,No
6260,35.4,450.4,No
6261,20.45,1297.35,No
6262,96.75,4442.75,No
6263,54.2,1423.15,No
6264,100.1,4378.35,No
6265,45.25,74.2,No
6266,83.85,2716.3,Yes
6267,70.1,70.1,Yes
6268,20.85,450.65,No
6269,33.45,1175.85,No
6270,20.2,558.8,No
6271,85.9,2220.1,No
6272,61.0,3283.05,No
6273,70.65,142.35,Yes
6274,86.9,4939.25,No
6275,69.4,4237.5,No
6276,20.35,335.95,No
6277,20.35,33.2,Yes
6278,104.3,7188.5,No
6279,44.95,926.25,No
6280,49.45,1119.35,No
6281,20.6,116.6,No
6282,19.55,68.8,No
6283,99.0,287.4,Yes
6284,93.5,2341.55,No
6285,54.55,1362.85,No
6286,20.05,163.6,No
6287,83.95,2254.2,Yes
6288,79.45,145.15,No
6289,116.2,7752.3,Yes
6290,93.7,6585.35,Yes
6291,79.85,4786.1,No
6292,100.0,3835.55,No
6293,19.6,397,No
6294,19.7,19.7,Yes
6295,20.2,1027.25,No
6296,50.4,1580.1,No
6297,113.35,7222.75,No
6298,80.0,3769.7,No
6299,80.95,4233.95,No
6300,24.9,1680.25,No
6301,54.9,3725.5,No
6302,75.55,413.65,Yes
6303,109.25,7707.7,No
6304,77.65,714.15,Yes
6305,95.0,2497.2,Yes
6306,116.3,8309.55,No
6307,19.9,601.55,No
6308,70.35,139.25,No
6309,25.6,1888.25,No
6310,44.45,2773.9,No
6311,100.15,5409.75,No
6312,105.4,5643.4,Yes
6313,95.85,197.7,Yes
6314,73.85,401.3,No
6315,70.1,3238.4,No
6316,25.25,1573.05,No
6317,79.15,79.15,Yes
6318,21.05,235.8,No
6319,24.95,1364.75,No
6320,64.5,1985.15,No
6321,19.65,655.85,Yes
6322,79.0,303.15,Yes
6323,105.95,4335.2,No
6324,75.85,647.5,No
6325,91.85,1574.45,Yes
6326,43.6,2748.7,No
6327,91.25,2483.65,No
6328,89.75,6367.2,No
6329,104.4,4904.2,No
6330,90.15,2044.95,No
6331,40.3,1794.8,No
6332,105.25,7173.15,No
6333,106.0,6441.4,Yes
6334,104.0,7039.05,No
6335,69.65,921.4,No
6336,74.3,4018.35,No
6337,100.9,5448.6,No
6338,20.25,20.25,No
6339,49.9,49.9,Yes
6340,96.9,2085.45,No
6341,100.35,1358.85,Yes
6342,104.1,5135.15,No
6343,20.1,730.1,No
6344,74.95,2869.85,Yes
6345,56.55,118.25,No
6346,49.25,49.25,Yes
6347,68.6,1108.6,No
6348,69.05,1815.65,No
6349,19.7,730.4,No
6350,20.05,75.45,No
6351,103.7,5071.05,Yes
6352,94.4,4014.6,No
6353,54.95,568.85,No
6354,93.7,5860.7,No
6355,110.25,7279.35,No
6356,98.9,1064.95,No
6357,89.75,5769.6,Yes
6358,80.45,5886.85,No
6359,79.4,4238.45,No
6360,20.3,20.3,Yes
6361,62.8,418.3,No
6362,74.9,136.05,No
6363,74.85,708.2,No
6364,25.85,788.55,No
6365,101.95,700.85,Yes
6366,68.3,4378.8,No
6367,48.4,3442.8,No
6368,94.0,181.7,Yes
6369,105.05,7171.7,No
6370,89.3,4016.85,Yes
6371,25.15,553,No
6372,19.5,96.85,No
6373,92.95,4122.9,No
6374,20.7,1482.3,No
6375,74.3,74.3,Yes
6376,19.35,1240.8,No
6377,44.65,44.65,Yes
6378,84.05,1095.3,Yes
6379,80.7,788.8,Yes
6380,104.35,6578.55,No
6381,19.55,19.55,No
6382,74.05,2802.3,No
6383,40.1,857.75,No
6384,20.1,184.4,No
6385,101.7,364.55,Yes
6386,83.55,6093.3,No
6387,56.85,1861.1,No
6388,20.4,20.4,Yes
6389,19.55,1079.65,No
6390,106.15,7475.1,No
6391,78.95,2862.55,No
6392,49.75,3069.45,No
6393,92.4,2349.8,No
6394,58.2,469.25,No
6395,102.6,4213.35,Yes
6396,91.95,3301.05,No
6397,65.25,3529.95,No
6398,106.0,7723.7,Yes
6399,73.1,4144.9,No
6400,59.75,4265,No
6401,55.1,154.65,Yes
6402,59.8,3246.45,No
6403,116.6,8337.45,No
6404,109.3,5731.4,No
6405,101.4,6176.6,No
6406,50.65,1905.4,No
6407,56.15,931.9,No
6408,106.5,7348.8,Yes
6409,19.2,776.25,No
6410,83.0,5243.05,No
6411,70.1,141.65,No
6412,108.3,7679.65,No
6413,91.05,2954.5,Yes
6414,25.25,1006.9,No
6415,45.35,2540.1,No
6416,43.9,3097.2,No
6417,77.5,3807.35,Yes
6418,79.3,2484,No
6419,84.9,5785.65,No
6420,79.25,2619.15,No
6421,71.05,1524.85,No
6422,53.75,2790.65,No
6423,24.25,1784.5,No
6424,54.2,3937.45,Yes
6425,44.25,2276.1,No
6426,50.05,2029.05,No
6427,20.15,802.35,No
6428,69.25,418.4,Yes
6429,69.35,4653.25,No
6430,19.35,275.9,No
6431,19.15,343.45,No
6432,61.0,2130.45,No
6433,20.5,1191.4,No
6434,50.5,50.5,Yes
6435,50.2,2554,No
6436,79.6,5589.45,No
6437,24.9,467.7,No
6438,74.4,74.4,Yes
6439,106.9,3756.45,No
6440,101.35,3334.9,No
6441,55.35,920.5,No
6442,50.55,3431.75,No
6443,19.5,150.35,No
6444,79.45,2587.7,Yes
6445,90.65,367.95,No
6446,89.85,5125.75,No
6447,79.0,4801.1,No
6448,104.65,6219.6,Yes
6449,19.55,19.55,No
6450,19.9,550.1,No
6451,116.25,7862.25,No
6452,87.75,1242.2,No
6453,100.05,4871.05,Yes
6454,81.3,3190.65,No
6455,44.3,2666.75,No
6456,70.35,3533.6,No
6457,44.45,792.15,No
6458,49.15,295.65,No
6459,29.45,1459.35,No
6460,100.55,4398.15,Yes
6461,85.3,4297.95,No
6462,95.65,167.3,Yes
6463,69.1,4096.9,No
6464,70.35,3454.6,No
6465,20.6,1286,No
6466,74.15,1387,No
6467,75.05,786.3,No
6468,44.6,641.25,No
6469,21.45,705.45,No
6470,43.45,345.5,No
6471,20.05,345.9,No
6472,94.15,5811.8,No
6473,94.4,94.4,Yes
6474,19.55,124.45,No
6475,75.9,1375.6,No
6476,64.15,3491.55,No
6477,109.55,7920.7,No
6478,110.8,6640.7,No
6479,55.0,55,Yes
6480,53.45,718.1,No
6481,69.95,320.4,No
6482,101.45,101.45,Yes
6483,97.0,1334.45,No
6484,90.6,3358.65,No
6485,73.55,4764,No
6486,67.95,350.3,Yes
6487,94.35,5703,No
6488,69.5,69.5,Yes
6489,18.85,18.85,Yes
6490,19.4,525.55,No
6491,69.2,69.2,Yes
6492,19.75,483.15,No
6493,54.6,934.8,No
6494,29.8,786.5,No
6495,69.65,69.65,Yes
6496,101.85,4086.3,Yes
6497,103.05,5364.8,No
6498,82.3,82.3,Yes
6499,20.3,20.3,No
6500,35.1,770.4,No
6501,105.7,6816.95,No
6502,56.25,2419.55,No
6503,60.35,4138.7,No
6504,79.25,267.6,Yes
6505,59.8,3457.45,No
6506,84.6,1115.2,Yes
6507,93.4,5435.6,Yes
6508,94.2,4186.3,Yes
6509,25.05,25.05,Yes
6510,99.65,4630.2,No
6511,50.65,3221.25,No
6512,60.9,688.5,No
6513,59.65,867.1,No
6514,64.7,4746.05,No
6515,25.1,712.85,Yes
6516,48.95,48.95,Yes
6517,54.85,355.1,No
6518,45.3,45.3,Yes
6519,91.35,5764.7,No
6520,85.85,167.3,Yes
6521,25.1,428.45,No
6522,34.0,1505.35,No
6523,45.9,693.45,No
6524,95.2,930.4,Yes
6525,20.5,1177.95,No
6526,100.6,5069.65,Yes
6527,55.3,324.25,Yes
6528,20.35,1458.1,No
6529,74.85,156.4,Yes
6530,36.1,2298.9,No
6531,65.8,1679.65,No
6532,20.35,369.6,No
6533,105.8,2998,No
6534,96.75,5206.55,No
6535,102.35,3626.1,Yes
6536,24.4,24.4,No
6537,115.65,7968.85,Yes
6538,79.85,152.45,Yes
6539,73.05,1959.5,No
6540,64.35,2053.05,No
6541,20.5,398.55,No
6542,76.0,1130.85,Yes
6543,54.75,3425.35,No
6544,104.75,4323.45,Yes
6545,74.65,703.55,Yes
6546,51.15,1275.7,No
6547,41.95,2965.75,No
6548,54.35,1647,No
6549,56.25,56.25,Yes
6550,106.1,2249.95,Yes
6551,96.0,6109.75,No
6552,79.75,159.4,Yes
6553,61.45,3751.15,No
6554,68.65,68.65,Yes
6555,19.65,411.25,No
6556,19.0,105.5,No
6557,100.0,3320.6,No
6558,20.25,327.45,Yes
6559,98.7,5669.5,No
6560,19.8,465.45,No
6561,73.8,704.3,No
6562,100.2,1369.8,Yes
6563,74.9,1107.25,Yes
6564,20.05,95.55,No
6565,106.2,6375.2,No
6566,116.55,8152.3,No
6567,99.7,1566.75,No
6568,19.7,130.25,No
6569,19.5,162.15,No
6570,29.15,110.05,No
6571,55.0,1885.15,No
6572,90.8,6302.85,No
6573,51.0,2264.5,No
6574,90.1,816.8,No
6575,59.05,1253.5,No
6576,20.3,41.2,No
6577,72.95,5265.55,No
6578,73.55,693.3,No
6579,84.3,5997.1,No
6580,78.0,3824.2,No
6581,72.1,3886.05,No
6582,106.75,7283.25,No
6583,19.25,412.55,No
6584,20.55,1070.25,No
6585,20.0,817.95,No
6586,24.65,1171.3,No
6587,103.5,6548.65,No
6588,23.85,625.65,No
6589,25.8,1911.5,No
6590,70.85,70.85,Yes
6591,69.8,134.7,Yes
6592,59.45,1507,No
6593,54.55,2978.3,Yes
6594,20.05,299.3,No
6595,82.55,5832.65,No
6596,81.25,5567.55,No
6597,70.75,450.8,Yes
6598,74.3,4166.35,No
6599,94.1,1215.6,Yes
6600,29.7,91.7,Yes
6601,109.7,7898.45,No
6602,96.35,3915.4,No
6603,66.6,979.5,No
6604,44.5,90.05,No
6605,110.9,7432.05,Yes
6606,105.0,4026.4,Yes
6607,25.3,25.3,Yes
6608,55.15,1193.05,Yes
6609,20.1,20.1,Yes
6610,80.1,398.55,No
6611,69.05,1958.45,No
6612,69.9,69.9,Yes
6613,20.4,63.15,No
6614,19.7,1301.1,No
6615,50.1,484.05,No
6616,101.4,4528,Yes
6617,83.45,3887.85,No
6618,86.65,2208.75,No
6619,20.15,238.15,No
6620,80.8,80.8,Yes
6621,19.4,958.15,No
6622,62.05,118.3,Yes
6623,76.45,76.45,Yes
6624,60.05,3845.45,No
6625,91.3,1094.5,Yes
6626,95.75,573.75,Yes
6627,20.35,1267,No
6628,94.05,633.45,No
6629,84.1,6129.65,No
6630,78.75,1218.25,No
6631,55.55,1405.3,No
6632,62.65,2274.9,Yes
6633,74.5,74.5,Yes
6634,102.1,1068.85,Yes
6635,20.1,533.9,No
6636,70.3,676.15,No
6637,53.65,3804.4,No
6638,20.75,1118.8,No
6639,103.4,5236.4,No
6640,50.8,1386.8,No
6641,50.15,762.25,Yes
6642,79.0,1902,No
6643,74.6,239.05,No
6644,96.5,5673.7,No
6645,20.1,39.8,No
6646,19.4,997.75,No
6647,77.55,5574.35,No
6648,20.05,406.05,No
6649,19.85,138.85,No
6650,20.2,123.65,No
6651,67.45,1801.1,No
6652,18.55,689,No
6653,29.75,790.7,No
6654,86.5,582.5,Yes
6655,24.2,1618.2,No
6656,23.55,1173.35,No
6657,20.45,900.9,No
6658,81.45,2122.05,Yes
6659,92.3,6719.9,No
6660,69.15,69.15,Yes
6661,53.65,3784,No
6662,39.65,1798.65,No
6663,54.65,54.65,No
6664,104.8,3886.45,No
6665,29.3,1224.05,No
6666,83.85,2310.2,No
6667,79.55,723.4,Yes
6668,103.65,3988.5,No
6669,99.05,3554.6,No
6670,73.35, ,No
6671,100.05,6034.85,No
6672,20.35,531.6,No
6673,43.95,85.1,No
6674,23.5,173,No
6675,70.7,2511.95,No
6676,94.3,3893.6,No
6677,29.15,357.15,No
6678,20.85,467.5,No
6679,37.7,2288.7,No
6680,95.5,4627.85,Yes
6681,91.05,289.1,Yes
6682,92.45,6460.55,No
6683,44.15,1931.3,No
6684,36.05,402.6,No
6685,50.25,2221.55,No
6686,109.75,7758.9,No
6687,79.2,172.85,Yes
6688,20.3,224.5,No
6689,112.35,7388.45,No
6690,94.3,3460.95,No
6691,41.15,1700.9,No
6692,74.65,3090.65,No
6693,48.25,1293.8,No
6694,76.15,645.8,No
6695,71.1,5224.95,No
6696,96.55,500.1,No
6697,79.3,2427.1,No
6698,89.6,3488.15,No
6699,20.5,1035.7,No
6700,106.3,7565.35,No
6701,100.35,2799,No
6702,85.6,1601.5,No
6703,45.25,85.5,Yes
6704,106.15,6256.2,No
6705,51.1,1232.9,No
6706,19.9,19.9,No
6707,25.7,1937.4,No
6708,74.3,1096.25,Yes
6709,99.4,5059.75,No
6710,69.7,3023.65,No
6711,98.35,4889.2,No
6712,85.45,2289.9,No
6713,95.9,6503.2,No
6714,100.75,1313.25,No
6715,89.2,990.3,No
6716,74.1,228,Yes
6717,100.6,5746.15,Yes
6718,75.0,209.1,Yes
6719,25.75,1864.2,No
6720,84.1,5979.7,No
6721,79.3,3902.45,No
6722,107.05,7142.5,No
6723,20.05,902,No
6724,70.2,4481,Yes
6725,19.5,805.2,No
6726,70.75,154.85,Yes
6727,45.3,528.45,No
6728,115.15,8349.7,No
6729,72.95,4953.25,No
6730,19.65,332.65,No
6731,19.55,470.2,No
6732,89.55,2259.35,No
6733,50.35,1411.35,No
6734,50.25,593.75,Yes
6735,87.25,6328.7,No
6736,20.8,1411.9,No
6737,109.25,6841.4,No
6738,20.35,20.35,No
6739,55.9,238.5,No
6740,79.2,3233.85,Yes
6741,96.0,1062.1,Yes
6742,79.2,4016.3,No
6743,24.0,226.55,No
6744,101.35,7110.75,No
6745,100.1,5440.9,Yes
6746,56.5,235.1,Yes
6747,35.45,1958.95,No
6748,85.0,85,Yes
6749,79.4,5528.9,No
6750,35.2,1463.7,No
6751,19.65,1025.05,No
6752,49.85,552.1,No
6753,68.75,3815.4,No
6754,61.9, ,No
6755,79.9,3313.4,No
6756,89.75,1938.9,No
6757,59.3,3014.65,Yes
6758,19.4,460.25,No
6759,93.65,4839.15,No
6760,49.4,184.4,Yes
6761,19.9,19.9,No
6762,55.0,2010.55,Yes
6763,72.9,5139.65,No
6764,69.2,69.2,Yes
6765,25.6,1673.4,No
6766,19.75,309.35,No
6767,55.7,3171.6,No
6768,117.5,8670.1,No
6769,19.85,916,No
6770,78.9,299.75,No
6771,20.65,702.05,No
6772,62.3,2354.8,Yes
6773,92.5,3473.4,Yes
6774,19.65,19.65,No
6775,79.75,4438.2,No
6776,79.95,4819.75,No
6777,29.9,92.25,No
6778,19.75,1567,No
6779,45.0,1242.45,No
6780,44.8,559.2,No
6781,69.65,220.1,Yes
6782,51.1,531.15,No
6783,53.15,1183.2,No
6784,24.7,465.85,No
6785,111.6,6876.05,Yes
6786,48.55,501,Yes
6787,109.95,3782.4,No
6788,20.8,460.2,No
6789,20.2,20.2,Yes
6790,25.6,1790.35,No
6791,39.65,733.35,Yes
6792,24.9,1334,Yes
6793,108.4,7767.25,No
6794,19.55,876.15,No
6795,85.1,4600.95,No
6796,56.7,113.55,Yes
6797,69.05,1793.25,No
6798,70.15,886.7,No
6799,111.15,7737.55,No
6800,105.95,1348.9,Yes
6801,89.35,1686.85,No
6802,89.1,1879.25,No
6803,91.25,4013.8,No
6804,90.35,434.5,No
6805,105.55,7195.35,No
6806,19.1,780.1,No
6807,20.4,107.6,No
6808,100.45,3801.7,No
6809,74.95,308.7,Yes
6810,29.7,438.25,Yes
6811,50.35,50.35,Yes
6812,85.7,3778.1,No
6813,47.85,3147.5,Yes
6814,94.0,5438.95,No
6815,69.85,5102.35,No
6816,70.3,70.3,Yes
6817,25.85,1872.2,No
6818,71.1,213.35,No
6819,98.8,5617.75,Yes
6820,93.35,5386.5,No
6821,99.85,1776.95,Yes
6822,80.3,2483.05,Yes
6823,50.55,235.65,No
6824,80.45,5224.35,Yes
6825,81.3,2272.8,No
6826,20.7,83.75,No
6827,79.05,4663.4,No
6828,19.05,201.7,No
6829,19.6,125,No
6830,20.2,684.4,No
6831,86.8,620.35,Yes
6832,20.9,1146.05,No
6833,103.6,1806.35,No
6834,38.8,603,No
6835,88.4,5798.3,No
6836,84.2,519.15,Yes
6837,79.7,497.6,No
6838,99.0,1301.7,Yes
6839,100.75,1129.75,Yes
6840,19.3,19.3,No
6841,55.75,266.95,No
6842,19.95,257,No
6843,91.75,865.8,Yes
6844,89.65,2623.65,No
6845,45.85,45.85,No
6846,79.55,79.55,Yes
6847,55.95,1082.8,No
6848,69.0,147.8,No
6849,83.55,2570.2,No
6850,65.7,4378.9,No
6851,94.9,3616.25,No
6852,61.9,2924.05,No
6853,111.1,6014.85,Yes
6854,20.0,32.7,No
6855,67.7,2882.25,No
6856,25.15,1509.9,No
6857,92.85,5305.05,No
6858,89.1,2368.4,Yes
6859,111.3,7985.9,No
6860,101.9,3545.35,Yes
6861,91.65,1301,Yes
6862,88.85,372.45,Yes
6863,60.6,2985.25,No
6864,25.3,77.75,Yes
6865,65.5,564.35,No
6866,95.45,95.45,Yes
6867,19.95,1311.75,No
6868,91.1,1135.7,Yes
6869,54.15,2319.8,Yes
6870,74.6,3720.35,No
6871,94.6,5025.8,No
6872,81.15,5224.5,No
6873,89.05,6185.8,No
6874,49.2,1498.55,No
6875,19.45,1208.6,No
6876,104.3,6613.65,No
6877,69.7,69.7,Yes
6878,89.5,573.3,Yes
6879,86.05,1818.9,No
6880,25.2,1787.35,No
6881,35.15,1051.05,No
6882,99.65,7181.25,No
6883,105.35,3688.6,No
6884,35.15,99.75,Yes
6885,73.75,871.4,Yes
6886,101.35,780.5,Yes
6887,24.3,821.6,No
6888,80.7,239.45,No
6889,89.85,244.45,No
6890,61.1,3357.9,No
6891,29.05,129.6,No
6892,99.7,4977.2,No
6893,55.9,365.35,Yes
6894,105.9,334.65,Yes
6895,46.0,2424.05,No
6896,43.95,43.95,Yes
6897,80.4,4981.15,No
6898,100.05,2090.25,No
6899,45.1,45.1,Yes
6900,94.0,4905.75,No
6901,68.95,2038.7,No
6902,68.45,4014,No
6903,69.0,2441.7,No
6904,43.85,2751,No
6905,44.5,1307.8,No
6906,18.7,383.65,No
6907,70.25,2868.05,Yes
6908,55.35,449.75,Yes
6909,53.55,53.55,No
6910,114.6,7882.5,No
6911,20.1,1087.7,No
6912,85.5,791.7,No
6913,108.75,7493.05,No
6914,103.0,4414.3,Yes
6915,97.85,6841.3,No
6916,19.55,819.95,No
6917,84.05,6052.25,No
6918,103.75,3361.05,Yes
6919,89.4,4869.5,No
6920,19.7,509.3,No
6921,79.85,4308.25,No
6922,74.45,221.1,No
6923,74.1,3833.95,No
6924,69.35,69.35,Yes
6925,18.8,294.95,No
6926,73.85,4092.85,Yes
6927,64.4,316.9,No
6928,55.8,2651.2,No
6929,20.05,471.7,No
6930,75.15,216.75,Yes
6931,99.15,5720.95,No
6932,56.75,503.25,No
6933,69.6,69.6,Yes
6934,104.15,7365.3,No
6935,110.8,7245.9,No
6936,80.15,385,Yes
6937,35.75,961.4,No
6938,69.9,4615.9,No
6939,89.2,3251.3,No
6940,55.65,3880.05,No
6941,50.7,3088.75,No
6942,20.0,1396,No
6943,30.5,30.5,Yes
6944,19.1,53.05,No
6945,98.3,6859.5,Yes
6946,45.55,2108.35,No
6947,101.05,6770.5,No
6948,103.7,4730.6,No
6949,36.25,1151.05,No
6950,49.4,232.55,No
6951,19.9,1022.6,No
6952,107.4,5121.3,Yes
6953,82.0,1127.2,Yes
6954,19.8,309.4,No
6955,45.05,523.1,No
6956,64.55,4250.1,No
6957,86.25,770.5,No
6958,19.75,246.7,No
6959,89.1,3342,No
6960,95.55,3930.6,No
6961,75.4,1747.85,Yes
6962,101.25,2754.45,Yes
6963,102.6,897.75,No
6964,56.3,2780.6,No
6965,94.2,5895.45,No
6966,43.05,2208.05,No
6967,89.5,2196.15,Yes
6968,74.4,1692.6,Yes
6969,20.5,20.5,Yes
6970,74.35,265.35,Yes
6971,99.75,1836.25,Yes
6972,111.95,6418.9,Yes
6973,94.0,4871.45,No
6974,98.85,4947.55,No
6975,64.35,1558.65,No
6976,72.0,4284.2,No
6977,49.7,1218.25,No
6978,80.7,5617.95,No
6979,24.2,24.2,No
6980,39.0,679.85,Yes
6981,65.45,554.45,No
6982,74.35,5237.4,No
6983,83.2,2032.3,No
6984,25.0,789.2,No
6985,40.2,1525.35,No
6986,94.1,2804.45,Yes
6987,108.35,3726.15,No
6988,69.5,1652.1,No
6989,76.0,1588.75,No
6990,93.6,3366.05,No
6991,95.65,778.1,Yes
6992,100.55,7113.75,No
6993,88.05,4367.35,Yes
6994,24.45,993.15,No
6995,89.55,5012.35,No
6996,66.5,2728.6,Yes
6997,76.1,2093.4,No
6998,80.5,1011.8,No
6999,35.45,106.85,Yes
7000,20.55,1343.4,No
7001,49.9,130.1,Yes
7002,105.4,6794.75,No
7003,35.75,1022.5,No
7004,95.1,3691.2,No
7005,19.3,486.2,No
7006,104.5,4036.85,Yes
7007,63.1,4685.55,No
7008,75.05,256.25,Yes
7009,81.0,1917.1,Yes
7010,74.45,74.45,Yes
7011,60.4,272.15,Yes
7012,84.95,5150.55,No
7013,93.4,3756.4,No
7014,89.2,3645.75,No
7015,85.2,2874.45,No
7016,49.95,49.95,No
7017,20.65,1020.75,No
7018,70.65,70.65,Yes
7019,20.15,826,No
7020,19.2,239,No
7021,59.8,727.8,Yes
7022,104.95,7544.3,No
7023,103.5,6479.4,No
7024,84.8,3626.35,No
7025,95.05,1679.4,No
7026,44.2,403.35,Yes
7027,73.35,931.55,No
7028,64.1,4326.25,No
7029,44.4,263.05,No
7030,20.05,39.25,No
7031,60.0,3316.1,No
7032,75.75,75.75,Yes
7033,69.5,2625.25,No
7034,102.95,6886.25,Yes
7035,78.7,1495.1,No
7036,60.65,743.3,No
7037,21.15,1419.4,No
7038,84.8,1990.5,No
7039,103.2,7362.9,No
7040,29.6,346.45,No
7041,74.4,306.6,Yes
7042,105.65,6844.5,No
